,user_id,item_id,rating,timestamp
170,741,783,3,891457633
171,389,367,4,880086820
172,807,1444,3,893082702
173,559,687,3,891035551
174,276,658,4,874791194
175,473,302,4,878156824
176,709,597,4,879848824
177,796,1197,3,892660955
178,94,715,4,891722278
179,151,1098,1,879528890
180,201,46,4,884140247
181,885,72,1,885713631
182,378,1267,3,880055740
183,884,100,5,876858820
184,725,333,5,876106729
185,72,1148,4,880036911
186,561,273,5,885808824
187,38,452,5,892434523
188,14,124,5,876964936
189,175,661,4,877107432
190,57,173,5,883698408
191,373,172,5,877098678
192,768,237,4,883834705
193,188,88,4,875075300
194,439,125,3,882893688
195,622,99,4,882592383
196,303,679,2,879484534
197,606,150,4,878143246
198,49,268,3,888065620
199,392,179,5,891038946
200,451,323,4,879012510
201,533,284,1,879192641
202,727,616,2,883713348
203,588,728,3,890027707
204,919,22,5,875374269
205,913,57,4,880758348
206,385,658,2,879445454
207,94,257,4,891724178
208,800,275,4,887646203
209,373,328,4,877098041
210,109,564,3,880582633
211,532,139,5,874792232
212,406,492,4,879445859
213,209,408,4,883417517
214,352,96,4,884290328
215,360,531,4,880355678
216,338,286,4,879437522
217,94,789,4,891720887
218,268,209,4,875310311
219,493,265,5,884131048
220,293,232,2,888907384
221,279,992,4,889151559
222,189,511,4,893265349
223,887,491,2,881379566
224,668,257,3,881605269
225,1,103,1,878542845
226,427,682,5,879701325
227,184,283,5,889913687
228,194,157,4,879547184
229,868,68,2,877106505
230,299,970,4,877880350
231,422,275,5,875130026
232,11,286,5,891901606
233,551,760,3,892784592
234,880,348,4,892958376
235,642,139,1,886569417
236,280,22,5,891700552
237,43,318,5,875975717
238,393,1468,4,887746091
239,457,366,4,882549287
240,615,732,4,879449211
241,373,88,4,877106623
242,919,277,5,875288805
243,580,151,2,884126077
244,416,106,3,876697913
245,6,156,3,883602212
246,253,588,5,891628416
247,157,407,4,886891218
248,543,642,3,874863803
249,537,13,4,886029806
250,665,71,4,884293933
251,130,290,3,876250955
252,275,470,3,880314772
253,577,338,3,880469983
254,404,258,4,883790181
255,332,226,5,887939092
256,637,926,2,882904898
257,546,258,4,885139634
258,600,373,3,888452490
259,583,483,5,879384338
260,848,152,5,887046166
261,654,1,4,887863557
262,379,208,4,880525214
263,896,461,3,887159069
264,109,931,2,880572407
265,16,152,4,877728417
266,330,94,4,876547426
267,553,655,4,879949289
268,782,326,5,891498322
269,26,222,3,891371369
270,417,555,1,879649389
271,188,66,3,875075118
272,280,282,3,891700426
273,178,232,5,882827162
274,774,568,2,888557329
275,847,235,1,878776020
276,109,229,5,880578632
277,532,177,4,888636501
278,455,380,3,879112654
279,886,81,4,876032531
280,373,150,4,877098821
281,94,100,5,885872942
282,749,603,5,878847804
283,195,477,2,885110922
284,897,194,5,879991403
285,825,508,4,880756725
286,45,181,4,881010742
287,313,245,3,891013144
288,880,342,3,892958275
289,40,269,1,889041283
290,399,8,3,882510165
291,97,133,1,884239655
292,763,845,4,878918712
293,870,569,2,879714631
294,210,188,3,887737171
295,206,882,1,888180049
296,58,923,5,884305062
297,457,209,5,882553113
298,744,23,4,881171420
299,360,582,4,880355594
300,26,323,2,891349184
301,864,1112,2,888891097
302,234,464,4,892079288
303,393,1183,3,889731040
304,106,223,4,881450440
305,122,187,4,879270424
306,200,1228,4,884130721
307,412,150,4,879717621
308,295,11,4,879517062
309,414,343,2,884999193
310,867,98,5,880078937
311,18,185,3,880129388
312,305,423,4,886322670
313,136,313,2,882693234
314,197,258,4,891409255
315,932,659,5,891250770
316,887,187,4,881381610
317,298,168,5,884182933
318,642,217,2,886569659
319,13,635,1,882396984
320,224,528,3,888082658
321,704,187,4,891397143
322,476,66,3,883364433
323,867,207,5,880079094
324,493,121,5,884131690
325,286,329,4,886475961
326,711,365,3,879995850
327,334,640,4,891548129
328,141,866,5,884585071
329,500,257,3,883865321
330,922,550,3,891450805
331,19,313,2,885411792
332,450,196,5,882371526
333,682,772,4,888517922
334,405,4,4,885547314
335,409,173,3,881108246
336,405,1042,1,885548671
337,835,98,5,891034401
338,894,691,3,889468982
339,618,49,3,891309514
340,751,52,2,889297948
341,235,971,4,889656113
342,85,529,3,879827935
343,727,399,3,883712717
344,643,94,4,891450240
345,504,476,5,887831447
346,795,1199,3,880557953
347,289,815,3,876789581
348,98,211,4,880498797
349,379,704,3,880524835
350,921,778,3,879380704
351,554,11,4,876233069
352,548,322,4,891043509
353,236,520,4,890116095
354,661,169,5,876017294
355,253,331,3,891627664
356,488,100,2,891293910
357,548,345,1,891042194
358,526,271,3,885682124
359,11,88,3,891905003
360,246,216,3,884920949
361,885,383,2,885713939
362,135,379,2,879857956
363,160,589,3,876857977
364,380,69,4,885479301
365,291,1305,3,875086766
366,896,206,3,887159368
367,343,156,4,876405857
368,740,340,4,879523187
369,363,4,5,891494962
370,864,178,4,888887248
371,184,22,3,889908985
372,734,174,4,891025247
373,475,303,1,891451341
374,333,294,3,891045496
375,463,124,5,877385381
376,527,640,4,879456464
377,858,289,3,879459337
378,229,937,2,891632347
379,496,659,3,876065822
380,184,606,5,889913687
381,459,127,4,879562834
382,510,261,2,887667780
383,7,610,5,891353086
384,566,203,4,881650148
385,104,270,4,888442337
386,706,323,4,880996945
387,462,272,5,886365142
388,188,498,5,875073828
389,551,340,4,892775584
390,90,750,4,891383319
391,610,294,1,888702795
392,648,635,2,884883476
393,371,66,4,877487213
394,890,186,2,882916276
395,338,83,2,879438064
396,639,52,3,891239838
397,326,441,2,879877433
398,544,270,3,884795135
399,207,160,2,878191632
400,59,566,4,888206485
401,901,521,2,877289241
402,757,809,4,888466758
403,233,177,4,877661496
404,922,155,2,891448473
405,407,648,3,875552647
406,110,204,3,886989276
407,230,304,5,880484286
408,312,505,5,891698987
409,379,644,5,880961648
410,514,470,3,875462901
411,860,949,3,885991163
412,435,318,5,884131385
413,552,455,3,879221764
414,184,65,4,889909516
415,830,431,3,891561737
416,123,289,1,879809220
417,105,258,5,889214306
418,451,995,1,879012721
419,312,143,4,891698893
420,401,405,2,891032453
421,494,222,5,879541375
422,497,50,5,879310580
423,905,458,4,884984382
424,454,1107,4,888267617
425,927,819,3,879181508
426,561,159,1,885809356
427,610,275,4,888703453
428,497,181,5,879310580
429,49,116,4,888066109
430,487,117,5,883443504
431,717,24,2,884642297
432,864,245,4,887686369
433,514,175,4,875462426
434,922,576,4,891450805
435,566,163,5,881649622
436,85,357,4,879454045
437,248,806,3,884534772
438,169,301,4,891268622
439,311,469,5,884366227
440,125,67,5,892838865
441,315,211,4,879821037
442,110,905,3,886987236
443,543,59,4,875659256
444,916,678,2,880843249
445,295,380,4,879518455
446,152,66,5,886535773
447,436,1119,4,887769368
448,833,5,1,879818535
449,792,125,3,877910539
450,608,131,4,880406032
451,625,705,3,891262983
452,361,430,5,879440475
453,833,250,3,875036499
454,697,270,5,882622481
455,804,208,5,879441412
456,63,1012,3,875747854
457,536,416,4,882360929
458,896,1217,2,887160446
459,95,532,4,881011974
460,102,629,3,888803488
461,177,271,2,882141868
462,347,928,3,881653176
463,155,292,3,879371061
464,751,708,4,889298140
465,908,194,3,879722932
466,148,56,5,877398212
467,210,300,4,887730066
468,145,1073,5,875272009
469,48,266,3,879434387
470,624,508,4,879793092
471,7,416,5,891353051
472,904,275,5,879735461
473,905,871,2,884984149
474,892,401,3,886609264
475,682,1079,3,888523657
476,430,248,3,877225832
477,343,930,1,876403587
478,58,512,3,890770101
479,13,780,1,882142057
480,368,17,5,889783562
481,682,216,4,888521381
482,393,109,3,887744419
483,778,204,4,890726518
484,102,187,3,888801232
485,230,238,1,880484778
486,711,65,4,879992968
487,308,693,3,887738104
488,619,665,5,885954261
489,919,1514,2,885059812
490,255,452,3,883216672
491,311,203,5,884365201
492,879,25,4,887761865
493,630,288,4,885666102
494,896,1249,2,887161518
495,406,1,4,879446107
496,363,651,3,891495682
497,932,274,5,891250704
498,176,117,4,886048305
499,5,229,2,875635947
500,345,815,3,884991546
501,389,430,5,880087003
502,532,491,5,893119491
503,889,461,3,880181159
504,290,685,3,880732365
505,916,713,3,880843636
506,614,7,2,879464215
507,230,183,3,880484370
508,899,238,2,884121424
509,916,5,3,880845099
510,184,568,2,889909474
511,34,299,5,888602923
512,779,117,4,875503280
513,268,68,4,875744173
514,307,660,3,879205470
515,909,86,5,891920125
516,574,883,4,891279520
517,325,132,3,891478665
518,833,512,4,875225257
519,804,198,5,879441391
520,758,139,4,882053834
521,11,725,3,891905568
522,328,569,4,885049199
523,459,1047,3,879563668
524,774,649,3,888556814
525,697,260,3,882621651
526,762,246,1,878719294
527,328,504,3,885046420
528,587,989,2,892871438
529,890,674,3,882404610
530,779,257,4,875993201
531,85,87,4,879829327
532,109,15,4,880577868
533,727,204,3,883710395
534,878,855,3,880867803
535,201,201,4,884112537
536,831,690,4,891354064
537,378,731,3,880056582
538,783,333,4,884326383
539,588,234,5,890024161
540,377,682,3,891296448
541,506,300,3,888178161
542,354,272,3,891180399
543,416,662,4,876699994
544,38,118,5,892431151
545,344,311,4,884814359
546,495,507,4,888633316
547,618,356,2,891309608
548,204,748,1,892392030
549,893,264,3,874828296
550,129,303,3,883244011
551,666,28,3,880139381
552,886,558,3,876031656
553,825,326,4,886696420
554,193,362,3,889122992
555,610,483,5,888702859
556,347,132,5,881654064
557,710,179,4,882063766
558,95,151,4,879193353
559,452,427,4,875264976
560,295,218,5,879966498
561,393,939,4,887745816
562,541,28,4,883864739
563,673,328,4,888787355
564,503,684,4,879454950
565,437,614,5,880139951
566,506,945,4,874874585
567,758,619,4,881977205
568,7,71,5,891352692
569,286,628,4,875806800
570,280,431,4,891701531
571,449,273,4,879959003
572,363,143,2,891496667
573,263,423,5,891299630
574,884,515,4,876858914
575,675,242,4,889488522
576,660,33,2,891200193
577,423,327,2,891394673
578,267,566,3,878973047
579,299,24,3,877877732
580,843,1411,3,879449377
581,791,245,4,879448087
582,933,214,3,874853666
583,690,742,3,881179878
584,437,56,4,880140325
585,605,180,4,879424315
586,838,750,4,887060879
587,125,393,4,879455241
588,560,302,5,879975087
589,178,82,5,882826242
590,505,56,1,889333560
591,91,526,4,891439471
592,488,732,4,891294606
593,406,435,5,880131642
594,445,919,1,891200233
595,416,418,4,876699793
596,606,234,4,880927179
597,13,816,1,882396983
598,881,435,3,876538796
599,474,671,3,887926105
600,889,729,3,880179785
601,621,122,2,880738838
602,339,549,4,891034040
603,316,730,4,880853775
604,130,82,5,875802080
605,568,435,2,877907721
606,74,539,3,888333255
607,484,9,1,881449910
608,44,106,2,878347076
609,482,288,3,887644023
610,665,301,4,884290096
611,442,234,4,883389983
612,13,450,3,882398494
613,130,449,4,878537516
614,294,268,4,889241426
615,672,225,2,879789437
616,249,568,4,879572256
617,457,89,5,882397058
618,181,844,1,878962816
619,332,827,4,887938503
620,327,176,4,887744240
621,524,64,2,884634877
622,880,779,3,880167965
623,276,173,5,874791993
624,399,210,3,882342805
625,569,16,3,879794348
626,280,946,4,891701027
627,532,195,5,892521554
628,294,248,5,877819421
629,897,240,4,879993823
630,102,260,2,883277645
631,722,476,4,891281635
632,393,72,4,889730045
633,515,289,1,887660131
634,354,124,5,891216632
635,378,111,3,880044562
636,83,240,1,883870084
637,497,298,3,879310580
638,722,628,4,891280894
639,484,161,4,891195444
640,826,588,4,885690342
641,296,187,5,884198772
642,112,294,3,884992566
643,608,44,4,880406469
644,328,503,3,885047696
645,889,291,3,880182815
646,83,56,1,886534501
647,269,1427,2,891448141
648,374,116,1,880393307
649,652,395,3,882567383
650,682,1132,3,888521907
651,311,614,4,884365357
652,173,334,4,877556926
653,601,238,2,876349897
654,671,118,5,875389187
655,626,302,4,878771242
656,5,219,3,875720744
657,116,344,5,892683820
658,45,934,2,881015860
659,501,1010,4,883348308
660,307,195,3,879205470
661,897,760,5,879993609
662,212,735,4,879304010
663,305,1074,2,886324330
664,839,1664,1,875752902
665,328,433,2,885047670
666,354,1101,3,891218003
667,561,952,3,885810192
668,921,151,3,879379994
669,184,401,3,889910418
670,664,286,4,876523092
671,456,462,3,881373506
672,549,127,5,881672441
673,13,881,2,881514876
674,758,414,4,881977487
675,758,388,3,882055289
676,452,48,5,885816769
677,400,895,4,885676452
678,667,192,5,891034947
679,442,738,3,883389164
680,178,658,5,882827162
681,276,1031,2,874793035
682,805,47,5,881698778
683,399,405,3,882340599
684,48,215,4,879434751
685,699,544,4,879147109
686,83,22,5,880307724
687,831,117,3,891354970
688,393,66,3,889554707
689,486,146,2,879875188
690,551,1139,4,892785263
691,201,531,2,884113949
692,317,288,4,891446190
693,848,501,3,887048073
694,790,792,2,885155603
695,372,164,4,876869446
696,840,512,5,891205371
697,592,1082,3,882608625
698,425,678,1,878737593
699,244,164,3,880607154
700,788,566,4,880869908
701,928,749,5,880936022
702,889,488,2,880180265
703,880,588,4,880241219
704,901,795,3,877131738
705,311,432,4,884365485
706,23,56,4,874785233
707,181,411,3,878963276
708,181,988,2,878961847
709,721,880,3,877137109
710,870,952,3,880584584
711,279,401,5,875310730
712,738,659,4,875350804
713,161,132,1,891171458
714,303,77,4,879483978
715,326,969,4,879875151
716,13,793,5,882141841
717,206,1430,1,888179980
718,680,98,4,876816224
719,450,608,4,882373088
720,607,211,5,883879556
721,331,868,4,877196567
722,332,210,5,887938981
723,342,408,5,875318266
724,130,294,5,874953337
725,85,208,5,879828941
726,560,132,3,879975485
727,145,569,4,877343156
728,643,56,5,891446791
729,137,50,5,881432937
730,104,271,1,888442370
731,181,1151,1,878963304
732,64,693,3,889737654
733,916,1428,3,880845415
734,343,334,5,876402468
735,228,690,5,889387173
736,725,181,4,876106206
737,7,367,5,891350810
738,782,253,2,891500150
739,929,521,5,879640184
740,13,410,1,882141997
741,303,28,3,879466717
742,60,496,4,883326682
743,476,83,3,883364143
744,269,845,1,891456255
745,372,176,3,876869667
746,767,183,4,891462870
747,760,120,1,875669077
748,788,7,4,880868559
749,437,87,3,880140891
750,221,588,3,875246209
751,429,431,5,882384870
752,308,135,5,887737243
753,733,922,3,879535406
754,773,37,3,888540352
755,716,946,2,879796718
756,128,660,2,879968415
757,737,196,3,884314694
758,655,14,3,891585450
759,541,399,3,883866093
760,215,132,5,891435548
761,892,763,2,886609726
762,559,265,4,891033696
763,125,455,5,879454987
764,665,393,3,884295080
765,332,1090,5,888360508
766,234,132,4,892333865
767,478,150,4,889388098
768,597,678,1,875339041
769,13,586,3,882398326
770,773,13,4,888539471
771,870,276,4,889717102
772,727,651,3,883710104
773,374,231,2,880939228
774,595,676,2,886921140
775,394,216,3,880888063
776,243,1368,2,879987909
777,854,225,1,882813364
778,329,892,2,891655614
779,642,407,5,885606482
780,353,327,2,891402443
781,619,121,5,885953805
782,707,81,2,886286491
783,415,269,4,879439108
784,749,143,4,878847926
785,335,678,3,891567251
786,311,732,4,884365617
787,826,526,3,885690677
788,192,127,4,881367456
789,303,99,4,879467514
790,291,67,4,875086308
791,193,554,3,889126088
792,681,289,5,885410009
793,20,1,3,879667963
794,457,20,5,882393967
795,790,49,3,885156852
796,58,684,4,884305271
797,405,851,1,885549407
798,276,809,2,874977245
799,942,315,4,891282355
800,203,477,4,880434755
801,592,900,4,887257094
802,144,435,4,888105387
803,749,186,4,878847862
804,311,584,3,884365485
805,627,511,4,879529986
806,110,550,3,886988664
807,825,1117,3,880756402
808,403,1012,1,879786190
809,354,463,4,891217575
810,694,582,4,875728801
811,308,715,5,887740700
812,338,275,5,879438063
813,200,365,5,884129962
814,684,161,3,878760137
815,495,662,5,888636810
816,535,45,3,879618655
817,269,88,1,891450427
818,280,755,2,891701278
819,303,83,5,879467607
820,664,70,3,878092758
821,198,501,4,884209264
822,12,71,4,879959635
823,1,74,1,889751736
824,327,298,3,887744405
825,527,318,3,879456104
826,381,483,5,892696698
827,234,7,2,891227813
828,43,276,4,883954876
829,708,121,3,877325349
830,601,921,5,876351214
831,82,640,3,878769292
832,863,909,3,889289619
833,551,62,5,892784524
834,18,613,5,880129769
835,85,485,5,879454400
836,665,1061,4,884292654
837,148,116,5,877398648
838,407,238,5,875042378
839,502,328,4,883701980
840,327,4,4,887819161
841,167,1305,1,892738418
842,705,121,5,883427479
843,625,176,4,891263960
844,863,268,5,889289240
845,181,1128,1,878962279
846,82,1164,2,878768790
847,462,682,5,886365231
848,788,317,4,880869945
849,891,118,4,883490041
850,233,192,5,875508485
851,608,92,3,880408150
852,655,1082,3,887425655
853,452,842,2,875265368
854,883,561,3,891695717
855,805,1629,5,881703690
856,771,237,5,880659482
857,727,549,3,883712219
858,432,3,3,889416260
859,99,742,5,885679114
860,593,106,2,875660347
861,457,204,5,882397699
862,500,122,3,883876795
863,751,168,5,888871900
864,235,652,4,889655403
865,699,685,3,879147367
866,457,226,3,882548825
867,405,435,1,885547176
868,924,100,4,884371558
869,645,955,4,892054989
870,57,304,5,883698581
871,378,401,4,880332347
872,345,518,4,884916484
873,821,181,4,874792521
874,758,99,3,882052960
875,339,55,3,891032765
876,142,189,4,888640317
877,663,333,5,889491655
878,889,1,3,880177104
879,70,542,2,884065248
880,110,1222,2,886989191
881,143,690,2,888407622
882,771,694,3,880659894
883,213,432,4,878956047
884,354,7,4,891216607
885,551,475,5,892777910
886,694,71,4,875730889
887,778,1035,1,890804607
888,387,845,4,886484336
889,101,841,2,877136763
890,422,922,4,875130173
891,406,831,2,879540249
892,503,714,4,880383126
893,685,319,2,879451401
894,104,290,4,888465739
895,804,230,4,879442001
896,354,171,4,891306892
897,268,831,3,875744357
898,160,168,4,876858091
899,222,364,1,878185137
900,864,720,3,888891238
901,537,1085,4,886030416
902,451,325,3,879012721
903,845,286,5,885409719
904,268,768,3,875744895
905,846,659,5,883948908
906,524,479,4,884637314
907,130,393,5,876252472
908,599,111,5,880951885
909,727,125,4,883710598
910,207,284,3,877746137
911,554,43,3,876369968
912,334,1041,3,891549667
913,608,93,4,880406299
914,380,554,2,885479754
915,198,568,3,884208710
916,655,249,3,887474630
917,937,14,4,876769080
918,117,237,4,880126232
919,268,249,4,875742437
920,880,53,4,880168411
921,548,311,3,891042194
922,615,302,4,879447500
923,6,200,3,883602422
924,224,191,4,888082468
925,267,203,5,878972241
926,130,1278,5,876251127
927,592,295,4,882608357
928,306,744,4,876504054
929,804,151,3,879442412
930,670,419,4,877974945
931,763,195,4,878918360
932,271,283,4,885847876
933,804,678,4,879440700
934,305,286,4,886307828
935,294,471,4,877820189
936,119,986,3,874781068
937,627,546,3,879531429
938,521,68,4,886061689
939,26,413,2,891386049
940,918,958,3,891988491
941,749,72,3,878850388
942,907,496,4,880159666
943,320,235,3,884748929
944,697,118,3,882622044
945,592,469,4,882955825
946,140,289,4,879013719
947,753,183,1,891401798
948,645,960,4,892054278
949,233,501,3,877663383
950,880,1049,3,892959087
951,325,408,5,891478307
952,94,431,4,891721716
953,395,328,4,883762528
954,213,199,5,878956000
955,405,623,1,885549004
956,830,625,3,891561541
957,405,737,1,885546487
958,308,559,4,887740367
959,380,515,4,885478218
960,38,404,5,892431586
961,938,259,2,891356282
962,22,161,4,878887925
963,661,238,4,876016491
964,262,125,3,879961882
965,268,161,3,875744199
966,455,694,4,879110870
967,537,707,4,886031576
968,291,117,5,874834481
969,727,1244,3,883709859
970,464,1598,3,878355088
971,268,191,4,875310784
972,425,827,1,878739095
973,295,238,4,879517136
974,712,542,4,874956543
975,474,506,5,887924084
976,619,750,3,885953537
977,663,763,5,889492614
978,716,428,3,879795838
979,833,118,2,875038483
980,43,648,5,883955293
981,694,1035,4,875728345
982,478,403,2,889398645
983,141,261,1,886447904
984,896,70,4,887160086
985,246,665,4,884922831
986,927,204,4,879183511
987,385,500,4,879443352
988,499,208,4,885599718
989,301,735,2,882077871
990,407,732,4,876341443
991,406,13,2,879539987
992,480,485,4,891208186
993,239,47,2,889180169
994,455,241,4,879111808
995,746,161,3,885075304
996,524,612,3,884635204
997,246,572,3,884923127
998,201,1039,3,884111599
999,751,70,4,889297870
1000,642,97,4,885602418
1001,268,141,3,875744832
1002,85,474,5,879454500
1003,738,269,2,892938254
1004,13,841,1,882398076
1005,125,997,2,892838976
1006,243,655,4,879988104
1007,280,697,5,891701506
1008,361,53,2,879441351
1009,943,181,4,875409978
1010,184,523,4,889909618
1011,246,174,3,884921086
1012,943,508,5,875501795
1013,654,204,4,887864610
1014,592,985,4,882608698
1015,776,241,1,892313489
1016,859,763,4,885775699
1017,290,102,3,880475585
1018,406,93,4,879445562
1019,1,28,4,875072173
1020,574,333,3,891279285
1021,570,326,1,881262437
1022,342,144,5,875319912
1023,615,521,4,879448475
1024,506,490,3,874873529
1025,201,193,3,884140078
1026,393,926,4,887745200
1027,461,294,3,885355805
1028,50,475,5,877052167
1029,655,237,3,887426116
1030,327,749,3,887743644
1031,823,333,3,878439845
1032,330,864,4,876544278
1033,567,511,2,882425701
1034,875,963,4,876465275
1035,267,172,5,878974783
1036,201,511,3,884112201
1037,525,7,3,881086051
1038,291,588,4,875086920
1039,59,845,5,888203579
1040,918,88,2,891988276
1041,447,148,4,878854729
1042,715,4,4,875964300
1043,28,332,2,881954915
1044,130,1142,4,874953595
1045,43,409,3,884029493
1046,307,222,4,879538922
1047,200,802,4,884130485
1048,586,790,3,884067151
1049,659,499,4,891385438
1050,453,186,4,877554466
1051,533,257,4,882195275
1052,583,195,4,879384404
1053,506,226,4,885135844
1054,682,420,3,888523115
1055,458,245,2,889324066
1056,930,190,4,879535492
1057,373,390,3,877098890
1058,97,428,4,884239553
1059,91,204,4,891438909
1060,683,305,4,893286261
1061,747,473,3,888640305
1062,592,1620,1,882609057
1063,523,508,3,883703495
1064,663,323,2,889492230
1065,835,405,3,891032793
1066,145,328,5,875270006
1067,32,240,2,883717967
1068,655,301,2,887424991
1069,218,762,4,877489091
1070,490,277,3,875428531
1071,308,100,5,887736797
1072,15,931,1,879456507
1073,276,569,4,874791169
1074,648,145,4,884883616
1075,159,451,5,884360502
1076,943,391,2,888640291
1077,660,217,2,891200817
1078,669,205,4,892550137
1079,187,241,3,879465858
1080,10,604,4,877892110
1081,450,611,5,887135833
1082,387,109,4,886481073
1083,184,221,5,889907838
1084,357,546,5,878951729
1085,117,1016,5,881008815
1086,722,546,3,891280866
1087,899,2,3,884122563
1088,776,422,2,892210688
1089,416,294,4,876696739
1090,295,132,5,879517348
1091,279,1011,3,875298314
1092,413,286,5,879968793
1093,627,568,2,879531301
1094,543,60,5,874864346
1095,194,478,3,879521329
1096,749,809,3,878848673
1097,184,1101,4,889909515
1098,716,195,1,879795425
1099,537,357,4,886030707
1100,417,485,3,880949880
1101,805,709,4,881696699
1102,22,411,1,878887277
1103,788,291,4,880870905
1104,648,505,4,884796652
1105,433,457,1,880585554
1106,498,100,3,881955291
1107,222,738,3,878182959
1108,831,1,4,891354573
1109,489,304,3,891362812
1110,608,76,4,880408115
1111,105,880,3,889214335
1112,653,402,1,880151488
1113,454,86,2,888267280
1114,401,483,4,891033121
1115,821,504,4,874793848
1116,711,25,4,876185920
1117,524,50,4,884634615
1118,577,147,4,880470604
1119,176,952,2,886048230
1120,506,747,2,874874629
1121,334,23,4,891545821
1122,207,192,3,877822350
1123,618,168,5,891308342
1124,9,286,5,886960055
1125,896,15,3,887158900
1126,525,100,4,881086108
1127,141,222,4,884584865
1128,815,217,3,878696681
1129,342,212,5,875319992
1130,883,89,5,891696864
1131,810,313,5,885406451
1132,677,687,4,889399113
1133,643,96,5,891447747
1134,21,974,3,874951416
1135,484,71,2,891194743
1136,798,239,4,875814157
1137,727,432,2,883711298
1138,664,611,5,878090705
1139,307,143,3,879283203
1140,70,181,4,884064416
1141,327,228,4,887820171
1142,267,824,4,878970953
1143,883,195,5,891696824
1144,666,960,4,880567810
1145,122,28,4,879270084
